"path","area","kind","size_bytes","line_count","sha256","disposition","target_pattern","reason_codes"
".claude/scripts/_shared/cli/cases-lint.ts","legacy-runtime-code","text","11812","282","c645dc5cfb022715e79285f5d2b3599ae8fcf5b4ce5a78f326a853f4014e8972","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/cases-validate.ts","legacy-runtime-code","text","19241","571","9b6d7fc010ebf8448697231f278629edfd8a3fa4bc70932623d6bb52ac917a09","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:1"
".claude/scripts/_shared/cli/cases-verify.ts","legacy-runtime-code","text","7505","210","f42c4bb31bfdf957df5530bc587c173cf33a0ec000b5ad6dff5604440f0306bf","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/env-config.ts","legacy-runtime-code","text","637","22","e9b8b57681f32767fbe4455ce935fb2c06238356259ac9ce2f1b8fe3253af9bf","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/env.ts","legacy-runtime-code","text","6700","195","c7525c11541a9b1ee8b71bdad8962958550a5847e4a8e36ac7986b6ede4fa968","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-archive.ts","legacy-runtime-code","text","3402","77","13da1afd1192f4dd3a50583c502fe5db26ae7aa2a159e59259d21e161dd63775","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-index.ts","legacy-runtime-code","text","3559","107","59e7c7e30b32f4015338d8c7bd9a1ba95580416d142b91e6228f9911d587bffd","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-lint.ts","legacy-runtime-code","text","7886","225","539ae5094e9023ae3936b9182b57d7cfd4198c7c1a040c9bace32ad866f9f735","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-ls.ts","legacy-runtime-code","text","2806","83","d48c368cf848918a3ebbfc43b4b21245b656760a8d9273b2caeefed6940a0481","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-migrate.ts","legacy-runtime-code","text","9266","258","01ceb239e4a7db416c9f5bb6dc637d89af73cefd9f175f3c026518b2ef113970","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features-new.ts","legacy-runtime-code","text","4234","123","16ccdd8acd7ddc0609507ddd2bc1c454baee4547dc2b972a3b36b7fdf3dfe2b3","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/cli/features-resolve.ts","legacy-runtime-code","text","3627","109","c97b39d73ac3d9165201ef584202d12c3849483d8371b57fd21745343c0d1724","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/cli/features-show.ts","legacy-runtime-code","text","1238","39","538e92081618f057c5f5ab10386974f8d8812d233f35edc14d92609104e34a81","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/features.ts","legacy-runtime-code","text","14780","373","980a62574c6dc2db41d413e71226a7b20d87b493772a12f82f688d3dd1686625","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/handoff.ts","legacy-runtime-code","text","913","24","1e51b7efe5109cb5be28e283faf3f4eae6118d52c8e3579048370556ddb3437c","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/index.ts","legacy-runtime-code","text","7725","178","ddaa593a83336b4b9621ef09146647ac0e1a31bc74536edac108e8f5dd221041","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:1"
".claude/scripts/_shared/cli/paths-audit.ts","legacy-runtime-code","text","2982","71","5562685c37ccaf295bef2d9fdd361c4d1ab59af6e51b85659dcf5c70afb33192","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/plugin-loader.ts","legacy-runtime-code","text","7299","202","78e6029c4a775ed7a9b7750987459a9af70f8c6300508960daff1cef506a5e6b","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/repo-sync.ts","legacy-runtime-code","text","14545","430","3d5e36c8bf68cb992895f452efe181ac69025d361ec0db3a45b39824a434c7bc","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:5"
".claude/scripts/_shared/cli/results-path.ts","legacy-runtime-code","text","1305","35","54815462a270398c33e9f6a9e59717eed5ba6d6a545c87d54b0466f3af59b7c4","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/results-prune.ts","legacy-runtime-code","text","2957","92","db0a026010cba47257a8999881261eee347bee0a9c7db754c38aa1395ad5034e","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","FORCE_ACTION:2"
".claude/scripts/_shared/cli/results-publish.ts","legacy-runtime-code","text","1509","49","0033668d88069bb7b2faaa826b068d18d55520fcdb67e08ca9aeb835fba9f3fb","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/cli/results.ts","legacy-runtime-code","text","3153","80","c916a1bb81e3f80f1adf5a2e88c2bc6ffdffdc53b89eadf0f9efa4d04443295a","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/rule-loader.ts","legacy-runtime-code","text","3304","115","6417d89502cee2fa67b0c8d55889e5bca3e1435fe9623d4aef52bc9a6cc2e8bd","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/safety-audit-command.ts","legacy-runtime-code","text","1906","49","84e6d83de5efdafcc8197b7a130b7578d51edb4f333eab60aa717b202fa7885f","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/skill-audit.ts","legacy-runtime-code","text","5152","140","11d9637ec831518890cfb98675700519c4a7d75b7ed4f200b1e0c5bb9178c747","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/source-ref.ts","legacy-runtime-code","text","3292","101","2af52261861ae98af14fe8af5e7d5d35e6ae2e4550f696735d3d6194d695e26d","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/xmind-gen.ts","legacy-runtime-code","text","175","6","9ea6911ba2d8393d8de419c9ed099e1d97b25c8a03f46c804102eafe0242494d","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/xmind-gen/archive.ts","legacy-runtime-code","text","8786","294","aa024decf3cfc410f7c416186a86e657d8119c69a1f038067f4c67062d1dab7c","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/xmind-gen/cli.ts","legacy-runtime-code","text","7393","256","c56180d356a14a0f41ff73f3dabff938f5330932b0e8a679ab5af4d5e88a95a3","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:4"
".claude/scripts/_shared/cli/xmind-gen/render.ts","legacy-runtime-code","text","11112","303","06cd592f27cde8970e20ddc47ab36b842d73414aa413ffd1eaac93f03d2bdc6b","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/xmind-gen/xmind-io.ts","legacy-runtime-code","text","8516","267","42cbb3b090cfc42fe1a536ea84def885c435f9d4ea40a09e2a87f61ba2e40c9d","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/cli/xmind-patch.ts","legacy-runtime-code","text","18685","640","313905cafb6930e90ecc491a629742d6687a6d9f5bcd815abe11b733e07345d7","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/allure-stats.ts","legacy-runtime-code","text","4262","151","4bfdad24a0e41292fc92dddf918fea2e794506228fb5aac5a504ca08022a7c1a","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/bug-report-render.ts","legacy-runtime-code","text","2411","72","b2911e8ac120b487160fdf4da889acc689d4e64a31624c89ea287d87be645aa1","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/bug-report-types.ts","legacy-runtime-code","text","3552","127","513023ce6d804123d606797be8ef21eb96377faf2c89c09fa0cc2c1b1f2b19bf","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/bug-report-validate.ts","legacy-runtime-code","text","2452","51","be4bbd416149ae87f319367493c9630a5e6fdf6a2e560848cb40bf42f0a32cc8","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/cases/case-extract.ts","legacy-runtime-code","text","2118","58","70ea62b716ad9b08e77a994b9dab725c9a001983a2d01d10ea127658824a7351","move-and-refactor","features/<feature-id>/cases/{cases.yaml,exports/}",""
".claude/scripts/_shared/lib/cases/source-fact-set.ts","legacy-runtime-code","text","525","17","6595cbfd70516302ec8a2d21bc1e4a8666002646e955ae1575be80dd16f1ffea","move-and-refactor","features/<feature-id>/cases/{cases.yaml,exports/}",""
".claude/scripts/_shared/lib/cases/verify-layers.ts","legacy-runtime-code","text","12433","395","c4366654a96affc018243cd17bb3249b3f881a20623a5f6a47539c0c826dd61a","move-and-refactor","features/<feature-id>/cases/{cases.yaml,exports/}","CATCH_BLOCK:2"
".claude/scripts/_shared/lib/cli-runner.ts","legacy-runtime-code","text","5793","178","ef3ddb63628602170313c60e54222b2763b4428220f8081acff54291b9732990","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:1"
".claude/scripts/_shared/lib/cli.ts","legacy-runtime-code","text","241","9","39c75b34542cfe077b543d7bca635f9ffe855e4594428b4c8347cdcb7f0df8ca","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/create-project.ts","legacy-runtime-code","text","6202","230","3674d3bc8bb56158d6932f51b737b374dac5f811e42fa050d817c2532ae7d3b0","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/dataassets-env.ts","legacy-runtime-code","text","37564","1099","c96f1886690bd0bf8a29343e5fe5cdf16e433a0c84a60b7827990487c01efdc1","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:3"
".claude/scripts/_shared/lib/e2e/case-draft-e2e.ts","legacy-runtime-code","text","1681","53","7ae73195034074c3ef8b029a798f50b679987fa7c012495980c05dce13357db0","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/e2e/runtime-invoke.ts","legacy-runtime-code","text","702","33","b1286ba4751586cd32e1dc83657b184123688d2b57ee6b64697b55ea8619e268","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/enhanced-doc-anchors.ts","legacy-runtime-code","text","1466","46","8ec87d4ddac0096b78b16b19871eeb7ec188362c5ec4ad3310d147f329411436","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/enhanced-doc-store.ts","legacy-runtime-code","text","21949","667","8178c55ac4c2010f3c1ee06b1b4b412c5a49a5f4a1cdebca5a4d7323b558a815","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:8"
".claude/scripts/_shared/lib/enhanced-doc-types.ts","legacy-runtime-code","text","2962","102","2b0d775c0f5fc94b7a733fa6431e2689687ce86ff3811f50647caffcecb18b62","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/env.ts","legacy-runtime-code","text","3608","116","8b9ecc172b667468d32a7b5792d2be377099588ec6329f02bafebd7010adff1a","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/features/feature-meta.ts","legacy-runtime-code","text","4576","120","b41a0b870aa0343fdecc68e8db9bb8298e47477404a93550abaf6eaf4f7b8d73","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/features/layout.ts","legacy-runtime-code","text","4184","120","cffeadb692d17a571c91dc1cbf04f8935983ea3a99ac34c2b2838a8dd8473d11","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/features/run-id.ts","legacy-runtime-code","text","1719","44","ea686ad4e64ddff5b587f16c16e4e69817ca7e46d17ce5afb93f0a12a46b4600","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/lib/features/slug.ts","legacy-runtime-code","text","2236","77","1df45472f4b78304fb46c9f32f60858a97656382d88f1532069a390a3c41b0bf","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/frontmatter.ts","legacy-runtime-code","text","3765","129","085a1c02a978c8765c04014311b2fd49c91c3c42a735f1c302d895b6ce35b110","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/lib/git-source.ts","legacy-runtime-code","text","5079","170","77b4c5cd53df0713f080b9fdbd9fe0a42f94c8e470824e341c8fbe04eb7dcd66","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/knowledge-guard.ts","legacy-runtime-code","text","7966","254","62fb6e9f0f863b374fa90ee9f0456157e8a1f4e23fc6184ef9eed4d8b911f613","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:2"
".claude/scripts/_shared/lib/knowledge.ts","legacy-runtime-code","text","12496","429","8ebf92dd160c0c038d701f859be0a5bd0097a9e1210942521302b534473ecfcb","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:2"
".claude/scripts/_shared/lib/logger.ts","legacy-runtime-code","text","1810","66","f318eb6079d1587f17e7ff5a609f1736f166b288cf8432c1a6b416ef716aeaaf","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/md-table.ts","legacy-runtime-code","text","614","30","ee6c81f2a9c96f47d8c0e20bf588e1fd57bab14ef1f4a183dd0f2c7c35de9c90","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/paths.ts","legacy-runtime-code","text","6521","189","f783200d96adad03289c36417b2e4090aad14a12783b52d5cd0690068b3baf7d","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","NONDETERMINISTIC_INPUT:1"
".claude/scripts/_shared/lib/plugin-utils.ts","legacy-runtime-code","text","5455","193","7054ed27c66e36e18ea07b685f72be261f5017849ed2ebfd3ae1f0e7221e960e","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/","CATCH_BLOCK:1"
".claude/scripts/_shared/lib/result-types.ts","legacy-runtime-code","text","263","16","13f937c2aa4b1ba4860c841bb98728e173a14286bc2e1507a8c18d5d4cfab724","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/rules.ts","legacy-runtime-code","text","2294","71","3effc2e825175b37168a12ac19fa312d39a0fc3b25dca87868bec2902225c551","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/scan-report-diff.ts","legacy-runtime-code","text","1819","66","9f464f5c47a96d999ef624a7c1ce1219d74cc7900f9b207b2fbdafe1b09d44b4","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/scan-report-render.ts","legacy-runtime-code","text","2743","95","984d9699b30fdeafb0836a7f4ae1f393f28d877f8eb0990a114c96e5af3b67a7","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/scan-report-store.ts","legacy-runtime-code","text","4515","147","45abb33a28fcddf6ddd09465a257a8b95e8bde681e35585ec2df94d65e703375","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
".claude/scripts/_shared/lib/scan-report-types.ts","legacy-runtime-code","text","1787","76","3a51ceb8f6d35a963bf61c5aa8bb6cfe06742599512560af3484693c79d5508d","move-and-refactor","apps/kata-cli or packages/{core,contracts,workspace,automation}/",""
